VideoID,CommentID,ThemesJSON
-cuW5q7dJ1A,Ugwi-xUtAS3xZImIqVV4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Arc fault protection"": 15, ""Ground fault protection"": 15, ""Wire gauge and conductor selection"": 30}"
-cuW5q7dJ1A,UgxYEQsNwZ22bmKWY1p4AaABAg,"{""Switching devices and control"": 40, ""Luminaires and lighting fixtures"": 35, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,UgwM8UC99ElFkdsPn414AaABAg,"{""Cable management and labeling"": 40, ""Power distribution systems"": 40, ""NEC article interpretation"": 20}"
-cuW5q7dJ1A,UgwMD31QvSRi8ZJhSOh4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Electrical service equipment"": 35, ""Panelboards and load centers"": 25}"
-cuW5q7dJ1A,UgzVUIOyjbndVRNdXpR4AaABAg,"{""Conductor terminations and splicing"": 40, ""Cable management and labeling"": 35, ""Conductor insulation types"": 25}"
-cuW5q7dJ1A,Ugya5tSiG_qT1kmD18p4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Arc fault protection"": 18, ""Ground fault protection"": 17, ""Inspection and testing procedures"": 25}"
-cuW5q7dJ1A,UgyKk5uvwBtdGucEX914AaABAg,"{""Conductor terminations and splicing"": 70, ""Conductor insulation types"": 20, ""Cable management and labeling"": 10}"
-cuW5q7dJ1A,Ugx_ZIr9UI5Hv8sXAXR4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Overcurrent protection"": 35, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,Ugzwr0SRugJVLCQZKBB4AaABAg,"{""Overcurrent protection"": 40, ""Conductor terminations and splicing"": 35, ""Conductor insulation types"": 25}"
-cuW5q7dJ1A,Ugzk2iElWkDwnP0_HPt4AaABAg,"{""Conductor terminations and splicing"": 75, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,Ugx9Z4c1xKfJg8FpLxB4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Switching devices and control"": 30, ""Conductor sizing and ampacity"": 15, ""Wire gauge and conductor selection"": 15}"
-cuW5q7dJ1A,UgyWGcGC7pF7fX0wSUt4AaABAg,"{""Wire gauge and conductor selection"": 30, ""Grounding systems"": 13, ""Bonding systems"": 12, ""Conductor sizing and ampacity"": 25, ""Voltage drop and circuit performance"": 20}"
-cuW5q7dJ1A,UgwypiA9BxV869vEmgF4AaABAg,"{""Conductor terminations and splicing"": 65, ""Conductor insulation types"": 35}"
-cuW5q7dJ1A,Ugws89Qh7400fCQGZ0B4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgwMf702FzedX2rCCrJ4AaABAg,"{""Wire gauge and conductor selection"": 50, ""Conductor sizing and ampacity"": 30, ""Branch circuit design"": 20}"
-cuW5q7dJ1A,Ugy6KGTVD0V5NpnQ00d4AaABAg,"{""Conductor terminations and splicing"": 70, ""Conductor insulation types"": 30}"
-cuW5q7dJ1A,UgxeCzn1jtJE1D6VmG54AaABAg,"{""Luminaires and lighting fixtures"": 30, ""Switching devices and control"": 30, ""Grounding systems"": 10, ""Bonding systems"": 10, ""Wire gauge and conductor selection"": 20}"
-cuW5q7dJ1A,UgzsFD3shQj7E_1GXql4AaABAg,"{""Cable management and labeling"": 50, ""Conductor terminations and splicing"": 50}"
-cuW5q7dJ1A,Ugyqtr-RVgjo_OkJFx14AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,Ugz79gJNM88bCA9xL6N4AaABAg,"{""Conductor insulation types"": 40, ""Cable management and labeling"": 35, ""Device mounting and installation"": 25}"
-cuW5q7dJ1A,UgxuypKc4aO9Y4K3_ap4AaABAg,"{""Wire gauge and conductor selection"": 40, ""Raceway fill and conductor count"": 30, ""Grounding systems"": 15, ""Bonding systems"": 15}"
-cuW5q7dJ1A,UgzAsK5q79cqAK5ySfp4AaABAg,"{""Inspection and testing procedures"": 50, ""Jobsite workflow, tools, and best practices"": 30, ""Conductor terminations and splicing"": 20}"
-cuW5q7dJ1A,UgyAmoylkU-TmRBQ-Wt4AaABAg,"{""Switching devices and control"": 40, ""Conductor sizing and ampacity"": 35, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,Ugxo04VN7JlWQhXROal4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Luminaires and lighting fixtures"": 30, ""Conductor sizing and ampacity"": 30}"
-cuW5q7dJ1A,UgyloM0w7VsRd2_6BPt4AaABAg,"{""Inspection and testing procedures"": 30, ""Load calculation methods"": 50, ""Energy management systems"": 20}"
-cuW5q7dJ1A,UgwSxt5v-QJIFK428oB4AaABAg,"{""Conductor sizing and ampacity"": 40, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Voltage drop and circuit performance"": 30}"
-cuW5q7dJ1A,UgyfL3pzVotSESWhYDp4AaABAg,"{""Conduit and raceway systems"": 50, ""Raceway fill and conductor count"": 30, ""Jobsite workflow, tools, and best practices"": 20}"
-cuW5q7dJ1A,UgwvS0mO2MA3Zi6qoS54AaABAg,"{""Conduit and raceway systems"": 40, ""Wire gauge and conductor selection"": 35, ""Jobsite workflow, tools, and best practices"": 25}"
-cuW5q7dJ1A,Ugxv3O-DWRaIx56fCcN4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Conductor sizing and ampacity"": 30, ""Switching devices and control"": 30}"
-cuW5q7dJ1A,Ugx0kXK6LytObfwDihx4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Luminaires and lighting fixtures"": 30, ""Wire gauge and conductor selection"": 30}"
-cuW5q7dJ1A,Ugxr-k39cZ8K7-3LN_V4AaABAg,"{""Wire gauge and conductor selection"": 50, ""Cable management and labeling"": 30, ""Conductor terminations and splicing"": 20}"
-cuW5q7dJ1A,UgwN_9eYq3zFsiFCiqp4AaABAg,"{""Transformers and power conversion"": 50, ""Conductor terminations and splicing"": 50}"
-cuW5q7dJ1A,UgwsNbKHB61L3SR4G0Z4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Conductor sizing and ampacity"": 35, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,UgxfIf7QC3GjrWjtzU54AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Wire gauge and conductor selection"": 35, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,UgyPtxFRH8Imo6mlg9x4AaABAg,"{""Switching devices and control"": 40, ""Luminaires and lighting fixtures"": 35, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,UgyaPs3L_gngtN_64ud4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Short-circuit protection"": 12, ""Arc fault protection"": 12, ""Overcurrent protection"": 11, ""Conductor insulation types"": 13, ""Conductor sizing and ampacity"": 12}"
-cuW5q7dJ1A,UgyXDLyCddbVWnnD0HF4AaABAg,"{""Electrical enclosures and boxes"": 50, ""Conductor insulation types"": 30, ""NEC article interpretation"": 20}"
-cuW5q7dJ1A,Ugw70cq0L_LKRbMxdmV4AaABAg,"{""Grounding systems"": 18, ""Bonding systems"": 17, ""Arc fault protection"": 18, ""Ground fault protection"": 17, ""Wire gauge and conductor selection"": 30}"
-cuW5q7dJ1A,Ugzh5UTBNT_c6QJcqrd4AaABAg,"{""Cable management and labeling"": 40, ""Conductor terminations and splicing"": 60}"
-cuW5q7dJ1A,Ugz3UvL3l62HZE5qVQ14AaABAg,"{""Commissioning and troubleshooting"": 40, ""Conductor terminations and splicing"": 35, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,UgyLqsvKKyrW80MexHl4AaABAg,"{""Grounding systems"": 13, ""Bonding systems"": 12, ""Conductor sizing and ampacity"": 25, ""Switching devices and control"": 25, ""Luminaires and lighting fixtures"": 25}"
-cuW5q7dJ1A,UgwVur77hIS4VwVsSQd4AaABAg,"{""Conductor sizing and ampacity"": 40, ""Wire gauge and conductor selection"": 30, ""Overcurrent protection"": 30}"
-cuW5q7dJ1A,UgzcInIyzHFJjAhZ4kR4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Conductor sizing and ampacity"": 35, ""Luminaires and lighting fixtures"": 25}"
-cuW5q7dJ1A,Ugy7NdrePkKi_rTugg94AaABAg,"{""Grounding systems"": 25, ""Bonding systems"": 25, ""Switching devices and control"": 30, ""Wire gauge and conductor selection"": 20}"
-cuW5q7dJ1A,Ugz5_JP9LK35t9WZ1QV4AaABAg,"{""Conductor terminations and splicing"": 80, ""Grounding systems"": 10, ""Bonding systems"": 10}"
-cuW5q7dJ1A,UgykQOjJjn1-9AOn6Sh4AaABAg,"{""Jobsite workflow, tools, and best practices"": 35, ""Grounding systems"": 18, ""Bonding systems"": 17, ""Conductor insulation types"": 30}"
-cuW5q7dJ1A,Ugw1GZ8iVcy9D6iXolx4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Switching devices and control"": 30, ""Grounding systems"": 15, ""Bonding systems"": 15}"
-cuW5q7dJ1A,Ugy44zIQ2XEFArslmTB4AaABAg,"{""Receptacles and device outlets"": 40, ""Conductor terminations and splicing"": 35, ""Cable management and labeling"": 25}"
-cuW5q7dJ1A,Ugzze7AwXRKapCfHV1l4AaABAg,"{""Conductor sizing and ampacity"": 80, ""Conductor insulation types"": 20}"
-cuW5q7dJ1A,UgxEYNOGfKNY2mk3A6d4AaABAg,"{""Switching devices and control"": 40, ""Luminaires and lighting fixtures"": 30, ""Lighting control systems"": 30}"
-cuW5q7dJ1A,Ugwy_h-FDVG7_Zq-vaR4AaABAg,"{""Cable management and labeling"": 50, ""Conductor terminations and splicing"": 30, ""Raceway fill and conductor count"": 20}"
-cuW5q7dJ1A,UgzuIy_vWwxyAzItp7B4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Wire gauge and conductor selection"": 30, ""Grounding systems"": 15, ""Bonding systems"": 15}"
-cuW5q7dJ1A,UgzKFo_x-VMOzW0ABmh4AaABAg,"{""Conductor terminations and splicing"": 30, ""Inspection and testing procedures"": 25, ""Grounding systems"": 13, ""Bonding systems"": 12, ""Raceway fill and conductor count"": 20}"
-cuW5q7dJ1A,Ugy0qep4tOrCVszNLLl4AaABAg,"{""Conduit and raceway systems"": 40, ""Conductor routing methods"": 35, ""Conductor terminations and splicing"": 25}"
-cuW5q7dJ1A,Ugwql0-JKApzKsM3zM94AaABAg,"{""Inspection and testing procedures"": 40, ""Wire gauge and conductor selection"": 30, ""PPE usage and hazard mitigation"": 30}"
-cuW5q7dJ1A,UgxQHVJ-J79Mw45gTVt4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Conductor sizing and ampacity"": 15, ""Wire gauge and conductor selection"": 15, ""Commissioning and troubleshooting"": 30}"
-cuW5q7dJ1A,UgzlkwonJKOJGsxUu8J4AaABAg,"{""Electrical safety practices"": 35, ""Code compliance and standards"": 30, ""Inspection and testing procedures"": 20, ""Conductor sizing and ampacity"": 8, ""Conductor insulation types"": 7}"
-cuW5q7dJ1A,UgxdMYDDPR_eo4wxDqV4AaABAg,"{""Electrical theory and fundamentals"": 50, ""Conductor sizing and ampacity"": 30, ""Conductor terminations and splicing"": 20}"
-cuW5q7dJ1A,UgweeDQMyd0M-cZM55R4AaABAg,"{""Conductor terminations and splicing"": 70, ""Receptacles and device outlets"": 30}"
-cuW5q7dJ1A,UgyoiqFTSsQAFBCQlAR4AaABAg,"{""Receptacles and device outlets"": 50, ""Code compliance and standards"": 30, ""Grounding systems"": 20}"
-cuW5q7dJ1A,UgxKDIeWNIGrfaVdLnp4AaABAg,"{""Conduit and raceway systems"": 40, ""PPE usage and hazard mitigation"": 30, ""Raceway fill and conductor count"": 30}"
